"white","black","hispanic","poverty","density","age65plus","population2014","population2010","clinton","trump","romney","obama","asian","highschool","bachelor","income","immigrant","foreign_lang","household_size","female","age18under","landarea","veteran","county_name","fips","state_abbr"
0.913,0.041,0.078,11.6,129.4,0.141,65151,64144,0.448117453518329,0.478908650712357,0.447139303482587,0.530286069651741,0.022,0.905,0.277,59915,0.069,0.112,2.51,0.49,0.224,495.68,4078,"Rice County",27131,"MN"
0.967,0.008,0.025,13.1,20.1,0.205,9553,9687,0.285625130018723,0.643020594965675,0.581780538302277,0.402691511387164,0.007,0.901,0.179,46623,0.017,0.045,2.36,0.509,0.249,482.46,893,"Rock County",27133,"MN"
0.937,0.004,0.011,9.7,9.3,0.157,15679,15629,0.238959701300373,0.701815372730784,0.60150068212824,0.378171896316507,0.027,0.908,0.179,50759,0.031,0.038,2.4,0.489,0.246,1671.6,1245,"Roseau County",27135,"MN"
0.87,0.036,0.048,5.5,364.5,0.093,139672,129928,0.383142895550477,0.537007662320204,0.564632899693325,0.416098360196608,0.062,0.946,0.38,86112,0.086,0.118,2.89,0.502,0.288,356.48,7268,"Scott County",27139,"MN"
0.944,0.021,0.025,7.8,204.4,0.102,91126,88499,0.277420835245525,0.64769076724102,0.601208981001727,0.379900690846287,0.012,0.932,0.251,73098,0.028,0.042,2.91,0.488,0.273,432.92,5761,"Sherburne County",27141,"MN"
0.97,0.006,0.085,11.8,25.9,0.175,14918,15226,0.25287951339459,0.672059013847548,0.602825947334618,0.374566473988439,0.006,0.884,0.145,54017,0.036,0.085,2.43,0.497,0.246,588.78,964,"Sibley County",27143,"MN"
0.926,0.016,0.015,16.4,32,0.172,200949,200226,0.519225238180838,0.401141470429624,0.340674909840289,0.636931135153701,0.011,0.929,0.261,46517,0.021,0.041,2.24,0.497,0.193,6247.4,17723,"St. Louis County",27137,"MN"
0.919,0.039,0.031,13.1,112.2,0.135,152912,150642,0.323795657403304,0.602873963410774,0.550218731612474,0.42917444805444,0.022,0.91,0.246,54551,0.041,0.069,2.51,0.496,0.227,1343.13,11313,"Stearns County",27145,"MN"
0.947,0.027,0.075,10.3,85.1,0.16,36573,36576,0.327678571428571,0.58813025210084,0.520279499842387,0.457392035305243,0.009,0.924,0.249,56480,0.04,0.081,2.5,0.507,0.252,429.65,2630,"Steele County",27147,"MN"
0.934,0.013,0.042,15.4,17.3,0.163,9800,9726,0.395514018691589,0.523364485981308,0.492083259206547,0.487813556306707,0.018,0.916,0.275,54206,0.03,0.051,2.45,0.503,0.209,563.6,634,"Stevens County",27149,"MN"
0.969,0.008,0.04,9.8,13.2,0.214,9436,9783,0.337962962962963,0.59621578099839,0.441910752899548,0.540790249655986,0.003,0.884,0.17,48026,0.02,0.045,2.19,0.494,0.216,742.08,844,"Swift County",27151,"MN"
0.968,0.005,0.055,15.7,26.3,0.192,24264,24895,0.233004018754186,0.710398526456798,0.571246386668934,0.409709233123618,0.006,0.862,0.126,45000,0.034,0.079,2.45,0.488,0.24,944.98,2035,"Todd County",27153,"MN"
0.924,0.005,0.019,9,6.2,0.257,3387,3558,0.352317141261865,0.586264656616415,0.467391304347826,0.51195652173913,0.001,0.895,0.151,45714,0.013,0.036,2.26,0.503,0.207,573.9,384,"Traverse County",27155,"MN"
0.975,0.006,0.03,8.3,41.4,0.187,21362,21664,0.328629717783067,0.594100646038762,0.516038218734004,0.461951885343798,0.006,0.927,0.2,53057,0.014,0.03,2.39,0.502,0.223,522.98,1949,"Wabasha County",27157,"MN"
0.962,0.01,0.017,16.9,25.8,0.216,13757,13843,0.244270380040615,0.701624601102408,0.611783815711754,0.367985823981099,0.004,0.884,0.136,36928,0.01,0.04,2.3,0.504,0.24,536.27,1222,"Wadena County",27159,"MN"
0.944,0.025,0.057,9.4,45.2,0.162,19025,19136,0.296273097400564,0.622925148762919,0.527096641252833,0.450236966824645,0.009,0.916,0.188,53657,0.031,0.064,2.44,0.527,0.233,423.36,1445,"Waseca County",27161,"MN"
0.874,0.043,0.038,5.7,619.7,0.128,249283,238134,0.469648495201025,0.451047653717718,0.487873206737656,0.495395558566378,0.055,0.959,0.405,81540,0.062,0.093,2.68,0.505,0.252,384.28,15920,"Washington County",27163,"MN"
0.948,0.017,0.229,10.8,25.8,0.192,11083,11211,0.364916515791591,0.556829611748139,0.49208211143695,0.487585532746823,0.012,0.845,0.159,49698,0.115,0.208,2.48,0.503,0.247,434.95,864,"Watonwan County",27165,"MN"
0.966,0.004,0.024,9.2,8.8,0.181,6495,6576,0.272339127782861,0.649283318084782,0.586550435865504,0.391656288916563,0.004,0.901,0.165,50507,0.005,0.03,2.39,0.489,0.23,750.96,556,"Wilkin County",27167,"MN"
0.944,0.015,0.027,15,82.2,0.151,51097,51461,0.43965650626644,0.468899891691165,0.423569346566801,0.552706342471313,0.026,0.899,0.268,47468,0.036,0.062,2.48,0.506,0.183,626.21,2989,"Winona County",27169,"MN"
0.955,0.012,0.027,6.5,188.5,0.112,129918,124700,0.294068311305203,0.625762790294126,0.596117900790798,0.382228612508986,0.013,0.935,0.265,71598,0.03,0.044,2.78,0.497,0.287,661.46,7961,"Wright County",27171,"MN"
0.942,0.004,0.042,12.2,13.8,0.201,10109,10438,0.290119931467733,0.643822577574719,0.519918473225866,0.456735223272188,0.005,0.9,0.174,52510,0.016,0.051,2.42,0.49,0.234,759.1,913,"Yellow Medicine County",27173,"MN"
0.937,0.019,0.026,23.7,45.1,0.136,25602,25607,0.344776561112755,0.593765413830522,0.558047623752594,0.416757237427132,0.022,0.867,0.276,34733,0.024,0.048,2.31,0.519,0.185,567.32,1591,"Adair County",29001,"MO"
0.97,0.008,0.022,8.2,40,0.175,17379,17291,0.223741794310722,0.729212253829322,0.656994943414399,0.318926077534313,0.005,0.903,0.22,54336,0.004,0.013,2.55,0.505,0.229,432.7,1496,"Andrew County",29003,"MO"
0.979,0.004,0.013,11.6,10.4,0.238,5382,5685,0.19867792875505,0.756151303709144,0.702104097452935,0.27906976744186,0.002,0.893,0.213,44426,0.002,0.013,2.21,0.504,0.2,547.3,585,"Atchison County",29005,"MO"
0.902,0.069,0.026,17,36.9,0.167,25887,25529,0.255600916060938,0.695111022602808,0.621646065722038,0.355542156567179,0.005,0.843,0.131,43013,0.015,0.049,2.54,0.545,0.235,692.24,1954,"Audrain County",29007,"MO"
0.951,0.005,0.088,19.1,45.7,0.202,35662,35597,0.185565598466174,0.782456861133936,0.712154135882949,0.265609155439664,0.014,0.822,0.133,38710,0.044,0.08,2.62,0.502,0.23,778.25,3445,"Barry County",29009,"MO"
0.947,0.008,0.025,18.7,21,0.186,12057,12402,0.134018880647336,0.835805799055968,0.768534632788026,0.214410024364775,0.005,0.858,0.169,40580,0.022,0.032,2.42,0.507,0.25,591.92,991,"Barton County",29011,"MO"
0.964,0.011,0.022,18.6,20.4,0.187,16584,17049,0.201595810996135,0.748036404438349,0.645991506884571,0.329043881096384,0.002,0.839,0.119,38579,0.008,0.026,2.42,0.506,0.241,836.69,1129,"Bates County",29013,"MO"
0.97,0.005,0.018,20.1,27.1,0.288,18806,19056,0.21118530884808,0.752504173622704,0.662771650103746,0.319427760183466,0.004,0.829,0.108,32951,0.008,0.021,2.28,0.497,0.176,704.06,2393,"Benton County",29015,"MO"
0.976,0.004,0.009,19.9,20,0.18,12394,12363,0.124360557417534,0.851472922914094,0.750504124656279,0.222364802933089,0.002,0.797,0.109,37716,0.006,0.008,2.57,0.5,0.224,617.91,1111,"Bollinger County",29017,"MO"
0.826,0.096,0.032,20,237.3,0.105,172717,162642,0.492990205492606,0.43386306894565,0.470931698950767,0.5016898708636,0.044,0.93,0.473,48627,0.063,0.083,2.38,0.516,0.205,685.41,9703,"Boone County",29019,"MO"
0.896,0.06,0.06,17,218.6,0.146,89486,89201,0.337710541855299,0.599358884233614,0.531533071269868,0.444197573064433,0.011,0.861,0.201,44363,0.034,0.055,2.56,0.497,0.229,408.03,7082,"Buchanan County",29021,"MO"
0.907,0.055,0.017,21.2,61.6,0.177,42972,42794,0.176183844011142,0.791956824512535,0.725205755225295,0.25833382675114,0.008,0.782,0.144,34969,0.012,0.026,2.46,0.511,0.237,694.67,4218,"Butler County",29023,"MO"
0.968,0.005,0.02,14.3,22.1,0.189,9034,9424,0.194244604316547,0.749825945695057,0.653080795972189,0.314792615679693,0.003,0.869,0.135,41169,0.009,0.017,2.42,0.496,0.239,426.39,950,"Caldwell County",29025,"MO"
0.919,0.047,0.02,13,53.1,0.142,44750,44332,0.260783186072045,0.682386155696136,0.644173798551679,0.333004169409699,0.009,0.86,0.211,47964,0.016,0.025,2.45,0.492,0.215,834.58,3710,"Callaway County",29027,"MO"
0.968,0.006,0.025,16.1,67.1,0.249,44021,44002,0.212153998737715,0.753809395004959,0.687676601950597,0.294321392762738,0.006,0.894,0.208,43458,0.023,0.043,2.45,0.506,0.184,655.92,5092,"Camden County",29029,"MO"
0.884,0.077,0.022,15.8,130.8,0.154,78043,75674,0.229640677966102,0.730549152542373,0.71044516707782,0.272286387082305,0.015,0.877,0.274,46516,0.023,0.039,2.47,0.516,0.215,578.54,5919,"Cape Girardeau County",29031,"MO"
0.955,0.021,0.013,13.6,13.4,0.206,9043,9295,0.170832377894978,0.797982114193992,0.713754646840149,0.268122676579926,0.005,0.839,0.156,46002,0.011,0.019,2.52,0.508,0.227,694.62,869,"Carroll County",29033,"MO"
0.963,0.004,0.019,21.9,12.3,0.178,6258,6265,0.153413089373681,0.817382125263899,0.706680957484816,0.269381922115041,0.001,0.747,0.138,30962,0.008,0.013,2.56,0.515,0.239,507.36,572,"Carter County",29035,"MO"
0.924,0.04,0.043,8.9,142.8,0.155,100889,99478,0.292142364192054,0.650813368825791,0.631979228425981,0.348455420849263,0.008,0.92,0.233,60350,0.02,0.035,2.65,0.511,0.25,696.84,8688,"Cass County",29037,"MO"
0.967,0.003,0.021,23.3,29.5,0.24,13952,13982,0.160879260911118,0.799458426250398,0.723978156544762,0.254178388217773,0.004,0.841,0.146,30302,0.011,0.032,2.29,0.504,0.23,474.48,1478,"Cedar County",29039,"MO"
0.962,0.023,0.01,16.5,10.4,0.225,7694,7827,0.224129227662797,0.744068652195861,0.628631248364303,0.350431824129809,0.002,0.832,0.117,39385,0.005,0.009,2.53,0.503,0.224,751.18,646,"Chariton County",29041,"MO"
0.961,0.008,0.029,10.6,137.6,0.143,82101,77422,0.205464560081171,0.747475479538097,0.723677276559865,0.25845805227656,0.006,0.916,0.259,52838,0.019,0.032,2.63,0.512,0.261,562.65,6611,"Christian County",29043,"MO"
0.979,0.003,0.008,17.6,14.1,0.191,6917,7139,0.218335343787696,0.741254523522316,0.536434108527132,0.433488372093023,0.005,0.852,0.12,40204,0.004,0.016,2.53,0.494,0.233,504.69,700,"Clark County",29045,"MO"
0.882,0.06,0.066,9,558.6,0.128,233682,221939,0.413614434669572,0.524803866821681,0.532223960555635,0.44801592945527,0.023,0.918,0.306,60936,0.048,0.075,2.56,0.51,0.25,397.3,17663,"Clay County",29047,"MO"
0.954,0.016,0.021,10.2,49.5,0.173,20299,20743,0.252231048347553,0.692164362067275,0.600610376398779,0.374872838250254,0.005,0.904,0.171,53826,0.007,0.012,2.5,0.496,0.238,418.96,2125,"Clinton County",29049,"MO"
0.845,0.118,0.027,13.3,193,0.14,76557,75983,0.292718928638523,0.660476101017149,0.660801986075881,0.323897673916563,0.013,0.904,0.308,53931,0.03,0.046,2.46,0.494,0.229,393.75,6518,"Cole County",29051,"MO"
0.896,0.074,0.016,17.8,31.2,0.165,17585,17601,0.24222668004012,0.704989969909729,0.650645719611237,0.329383570762881,0.005,0.859,0.184,45992,0.015,0.032,2.43,0.473,0.217,564.77,1392,"Cooper County",29053,"MO"
0.974,0.005,0.018,21.1,33.3,0.178,24650,24696,0.183870967741935,0.778629032258065,0.6716776281449,0.308069735880572,0.004,0.781,0.132,35897,0.007,0.015,2.57,0.506,0.235,742.52,2598,"Crawford County",29055,"MO"
0.958,0.005,0.018,20.6,16.1,0.222,7628,7883,0.161225006327512,0.805871931156669,0.743069815195072,0.241016427104723,0.003,0.853,0.132,35483,0.007,0.021,2.39,0.492,0.211,490.01,831,"Dade County",29057,"MO"
0.967,0.003,0.018,22.8,31,0.196,16389,16777,0.170833333333333,0.792338709677419,0.685808490177222,0.291523560928699,0.002,0.769,0.141,40120,0.005,0.087,2.56,0.501,0.233,540.77,1615,"Dallas County",29059,"MO"
0.975,0.006,0.015,14.7,15,0.189,8297,8433,0.197885605855245,0.748983464353483,0.649772209567198,0.32004555808656,0.002,0.842,0.164,42393,0.011,0.093,2.61,0.496,0.262,563.24,800,"Daviess County",29061,"MO"
0.866,0.116,0.02,9.9,30.6,0.157,12692,12892,0.179520697167756,0.77124183006536,0.702528735632184,0.27448275862069,0.003,0.83,0.095,44092,0.019,0.043,2.48,0.368,0.168,421.36,1277,"DeKalb County",29063,"MO"
0.958,0.006,0.014,20.9,20.8,0.203,15655,15657,0.144290351136028,0.826054883446444,0.735059461086858,0.238597019418937,0.009,0.768,0.114,36311,0.009,0.022,2.63,0.5,0.228,752.79,1554,"Dent County",29065,"MO"
0.967,0.004,0.012,22.6,16.8,0.222,13546,13684,0.14765906362545,0.823229291716687,0.709121415497254,0.260677242220866,0.003,0.817,0.105,32130,0.005,0.017,2.61,0.506,0.215,813.63,1425,"Douglas County",29067,"MO"
0.871,0.104,0.063,25.6,59.1,0.174,31344,31953,0.223188954038207,0.759031586911292,0.643158982064044,0.341346605315053,0.004,0.723,0.114,31304,0.026,0.049,2.42,0.521,0.259,541.07,2353,"Dunklin County",29069,"MO"
0.969,0.01,0.017,12.5,110,0.156,102084,101491,0.246558097712059,0.707763013288041,0.628497197947309,0.349859360573723,0.005,0.854,0.179,48857,0.011,0.023,2.56,0.503,0.236,922.68,8051,"Franklin County",29071,"MO"
0.976,0.004,0.014,14.8,29.4,0.216,14866,15221,0.204056958624395,0.761687264911338,0.686150827025512,0.294224838800112,0.005,0.842,0.154,41392,0.007,0.018,2.4,0.506,0.212,517.8,1329,"Gasconade County",29073,"MO"
0.977,0.006,0.01,17.2,13.7,0.197,6826,6738,0.199472469502143,0.759643916913947,0.662662662662663,0.312645979312646,0.004,0.857,0.153,39192,0.008,0.042,2.33,0.517,0.246,491.42,604,"Gentry County",29075,"MO"
0.913,0.032,0.035,18.7,407.5,0.153,285865,275174,0.33226496563722,0.606438417353008,0.611163731007092,0.367163062424884,0.019,0.901,0.283,40337,0.031,0.051,2.3,0.512,0.21,675.3,23944,"Greene County",29077,"MO"
0.968,0.008,0.02,15.8,23.6,0.212,10197,10261,0.17675050985724,0.784500339904827,0.692729766803841,0.277091906721536,0.007,0.854,0.149,37964,0.01,0.044,2.4,0.526,0.235,435.28,819,"Grundy County",29079,"MO"
0.973,0.005,0.022,16.3,12.4,0.21,8639,8957,0.155893536121673,0.805268875611081,0.710148849797023,0.266305818673884,0.004,0.827,0.096,37739,0.012,0.025,2.46,0.502,0.247,722.5,820,"Harrison County",29081,"MO"
0.957,0.014,0.021,18.1,32,0.205,22028,22272,0.239066463723998,0.717605276509386,0.615453018476435,0.356091295326549,0.004,0.858,0.144,39839,0.012,0.02,2.29,0.509,0.224,696.95,2212,"Henry County",29083,"MO"
0.967,0.004,0.014,21.6,24.1,0.319,9219,9627,0.215391138435446,0.750264998940004,0.605769230769231,0.370299145299145,0.002,0.824,0.104,29325,0.006,0.026,2.23,0.511,0.17,399.09,1315,"Hickory County",29085,"MO"
0.975,0.003,0.01,12.3,10.6,0.228,4516,4912,0.147359454855196,0.820272572402044,0.746753246753247,0.238528138528139,0.004,0.897,0.162,42979,0.005,0.016,2.1,0.507,0.199,462.69,515,"Holt County",29087,"MO"
0.916,0.056,0.014,18.2,21.9,0.17,10159,10148,0.263656977942692,0.675530818387961,0.61962559144209,0.354248097099362,0.002,0.856,0.227,42747,0.013,0.019,2.46,0.502,0.217,463.85,842,"Howard County",29089,"MO"
0.963,0.005,0.02,23.8,43.6,0.185,40173,40400,0.165374677002584,0.797473442434683,0.706260326785386,0.268832996756624,0.007,0.826,0.154,32533,0.015,0.03,2.52,0.513,0.242,927.25,3567,"Howell County",29091,"MO"
0.957,0.016,0.017,23.7,19.3,0.187,10267,10631,0.219014084507042,0.744835680751174,0.558670305135202,0.414041180848425,0.001,0.773,0.11,36387,0.008,0.017,2.45,0.507,0.219,550.26,1087,"Iron County",29093,"MO"
0.704,0.24,0.088,17.4,1115.3,0.135,683191,674158,0.556761646313885,0.39031432040073,0.397227997679678,0.58692407464136,0.018,0.883,0.276,47015,0.057,0.088,2.45,0.516,0.24,604.46,48827,"Jackson County",29095,"MO"
0.912,0.024,0.075,18.4,183.9,0.139,117543,117404,0.21928641109197,0.727661429253409,0.693274058346051,0.283281357131798,0.011,0.843,0.202,40399,0.038,0.07,2.55,0.511,0.255,638.49,8408,"Jasper County",29097,"MO"
0.964,0.011,0.018,11.3,333.1,0.133,222716,218728,0.297690834111863,0.65087903065991,0.552928400930204,0.425865407271572,0.007,0.874,0.174,54845,0.017,0.032,2.69,0.504,0.24,656.63,17825,"Jefferson County",29099,"MO"
0.894,0.049,0.04,17.6,63.4,0.118,54362,52595,0.280931379522929,0.649784227249016,0.607113946954907,0.364792152754631,0.02,0.916,0.256,47223,0.026,0.042,2.45,0.488,0.217,829.28,6242,"Johnson County",29101,"MO"
0.974,0.005,0.012,26.3,8.2,0.21,4000,4131,0.20299946438136,0.75682913765399,0.615738375063873,0.356668369954011,0.003,0.85,0.148,34481,0.012,0.037,2.33,0.505,0.241,504.01,364,"Knox County",29103,"MO"
0.958,0.009,0.022,19.7,46.5,0.169,35439,35571,0.159345823673162,0.804185725922677,0.711802617017121,0.266454006900592,0.005,0.817,0.129,39013,0.012,0.025,2.53,0.507,0.247,764.72,3365,"Laclede County",29105,"MO"
0.944,0.024,0.026,9.5,53.1,0.179,32688,33381,0.255896300980082,0.694087891242491,0.62080324338021,0.357912073989611,0.005,0.869,0.17,50527,0.011,0.023,2.47,0.504,0.233,628.43,2654,"Lafayette County",29107,"MO"
0.961,0.005,0.071,18.6,63.2,0.178,38023,38634,0.173803526448363,0.784694734316901,0.7249809499619,0.25488950977902,0.005,0.845,0.154,39334,0.025,0.068,2.55,0.505,0.255,611.74,3803,"Lawrence County",29109,"MO"
0.942,0.033,0.016,15,20.2,0.18,10138,10211,0.209568733153639,0.750898472596586,0.625759700794764,0.352267414679757,0.004,0.874,0.125,42071,0.017,0.07,2.39,0.5,0.228,505.04,815,"Lewis County",29111,"MO"
0.953,0.02,0.022,13.6,83.9,0.124,54249,52565,0.223719676549865,0.728607635676067,0.632699015409069,0.341427877610491,0.006,0.852,0.142,52835,0.016,0.026,2.8,0.498,0.264,626.56,3873,"Lincoln County",29113,"MO"
0.972,0.008,0.019,15.1,20.7,0.202,12311,12761,0.222361809045226,0.732950466618808,0.602677763705446,0.367468789578433,0.003,0.875,0.127,38250,0.015,0.031,2.56,0.514,0.238,615.56,902,"Linn County",29115,"MO"
0.946,0.032,0.018,17.8,28.5,0.193,15053,15195,0.197409488139825,0.761392009987516,0.661711265279154,0.314833168153287,0.004,0.87,0.175,40116,0.008,0.02,2.42,0.559,0.211,532.33,1301,"Livingston County",29117,"MO"
0.949,0.023,0.013,16.2,19.4,0.21,15479,15566,0.200290275761974,0.764480802216651,0.656516273222517,0.322531079759743,0.005,0.858,0.153,38443,0.005,0.027,2.38,0.509,0.237,801.23,1395,"Macon County",29121,"MO"
0.97,0.005,0.021,21.4,24.7,0.192,12368,12225,0.188980819857089,0.771342610003761,0.654563894523327,0.32210953346856,0.01,0.75,0.077,35870,0.014,0.043,2.64,0.508,0.233,494.39,1038,"Madison County",29123,"MO"
0.972,0.005,0.011,16.7,17.4,0.193,9013,9178,0.176522899066252,0.791240551356158,0.697443807844866,0.286249449096518,0.003,0.827,0.165,42566,0.013,0.02,2.4,0.497,0.219,526.98,912,"Maries County",29125,"MO"
0.915,0.052,0.016,16.2,65.9,0.169,28920,28781,0.231979538056115,0.729964346612928,0.651594870108517,0.331634330812233,0.008,0.841,0.185,42046,0.014,0.025,2.42,0.516,0.235,436.92,2196,"Marion County",29127,"MO"
0.891,0.016,0.116,21.8,42.8,0.14,22800,23083,0.161423539414551,0.80153042633305,0.728412434437764,0.245618523730331,0.014,0.785,0.105,37997,0.08,0.131,2.76,0.492,0.263,539.48,2096,"McDonald County",29119,"MO"
0.973,0.002,0.01,20.3,8.3,0.208,3719,3785,0.124209315698677,0.854514088556642,0.758308157099698,0.213293051359517,0.006,0.877,0.129,40272,0.014,0.076,2.34,0.498,0.241,453.84,364,"Mercer County",29129,"MO"
0.966,0.006,0.019,20.9,41.8,0.18,25141,24748,0.153320483616611,0.813474680217277,0.735003176331791,0.24058444504946,0.004,0.848,0.145,35507,0.011,0.02,2.45,0.501,0.236,592.6,2496,"Miller County",29131,"MO"
0.736,0.247,0.02,26.9,34.9,0.162,14232,14358,0.282284607938045,0.696999031945789,0.609190727938186,0.377592517283449,0.002,0.716,0.098,29787,0.01,0.015,2.5,0.466,0.224,411.58,1020,"Mississippi County",29133,"MO"
0.938,0.041,0.046,11.4,37.6,0.148,15856,15607,0.181698002350176,0.784958871915394,0.730052778640174,0.249611921763428,0.004,0.823,0.181,47118,0.026,0.082,2.61,0.469,0.25,415.03,1252,"Moniteau County",29135,"MO"
0.947,0.028,0.012,14.7,13.6,0.208,8707,8840,0.205690860863275,0.761755485893417,0.631994084298743,0.34458959822529,0.004,0.876,0.131,40657,0.005,0.034,2.46,0.494,0.226,647.65,855,"Monroe County",29137,"MO"
0.961,0.016,0.016,17.5,22.8,0.198,11841,12236,0.206120943952802,0.760324483775811,0.655632875681775,0.326123753996615,0.004,0.808,0.121,40236,0.007,0.013,2.31,0.501,0.228,536.25,1125,"Montgomery County",29139,"MO"
0.961,0.01,0.019,23.4,34.4,0.237,20240,20565,0.200567214974475,0.766534316505956,0.659875690607735,0.319175874769797,0.005,0.792,0.127,34797,0.012,0.076,2.46,0.497,0.22,597.63,2224,"Morgan County",29141,"MO"
0.816,0.158,0.016,21.7,28.1,0.176,18272,18960,0.262921653971708,0.716811751904244,0.590896551724138,0.388137931034483,0.005,0.769,0.123,35793,0.009,0.015,2.47,0.521,0.238,674.84,1681,"New Madrid County",29143,"MO"
0.91,0.01,0.05,15,93,0.174,58598,58112,0.188183807439825,0.775145250132046,0.724840510366826,0.256180223285486,0.016,0.854,0.181,42268,0.036,0.068,2.61,0.503,0.244,624.77,4532,"Newton County",29145,"MO"
0.943,0.027,0.015,28.4,26.6,0.139,23081,23370,0.267930924886111,0.675813115796165,0.623106060606061,0.353386809269162,0.017,0.911,0.234,36641,0.014,0.036,2.35,0.497,0.169,876.96,1277,"Nodaway County",29147,"MO"
0.954,0.005,0.014,27.7,13.8,0.221,10911,10881,0.185463121783877,0.786449399656947,0.652793485636734,0.320968106763176,0.004,0.798,0.098,27743,0.013,0.015,2.37,0.508,0.223,789.8,1120,"Oregon County",29149,"MO"
0.985,0.003,0.007,8.7,23,0.167,13703,13885,0.141000282565697,0.825798248092682,0.770453888407054,0.212778259612605,0.002,0.886,0.154,51408,0.004,0.022,2.63,0.481,0.236,604.35,1125,"Osage County",29151,"MO"
0.97,0.003,0.017,20,13.1,0.263,9492,9723,0.160853143745834,0.808487002888247,0.691668538064226,0.283179878733438,0.001,0.828,0.125,32078,0.004,0.021,2.35,0.495,0.197,744.97,1374,"Ozark County",29153,"MO"
0.71,0.267,0.022,29.3,37.1,0.153,17650,18296,0.32298755186722,0.65792531120332,0.567819358913627,0.421759039949471,0.004,0.725,0.1,28889,0.008,0.016,2.58,0.527,0.269,492.54,1264,"Pemiscot County",29155,"MO"
0.972,0.006,0.021,12,40,0.166,19202,18971,0.174072377462208,0.790998625744389,0.709778389883561,0.273444347063979,0.006,0.828,0.146,47876,0.018,0.035,2.49,0.499,0.24,474.35,1546,"Perry County",29157,"MO"
0.929,0.034,0.083,18.4,61.9,0.153,42225,42201,0.239512330285398,0.708894430590191,0.631296954166909,0.34371906120785,0.007,0.818,0.152,38580,0.066,0.122,2.55,0.506,0.251,682.22,3559,"Pettis County",29159,"MO"
0.909,0.024,0.025,18.1,67.2,0.149,44847,45154,0.257365262987188,0.686469538893994,0.653892676489993,0.318781614251155,0.033,0.868,0.272,41964,0.04,0.051,2.5,0.476,0.211,671.78,4190,"Phelps County",29161,"MO"
0.904,0.076,0.022,15.1,27.6,0.165,18541,18516,0.244881355932203,0.715118644067797,0.625222024866785,0.352643803798333,0.003,0.789,0.103,39850,0.009,0.034,2.48,0.448,0.219,670.44,1843,"Pike County",29163,"MO"
0.874,0.064,0.057,7.4,212.6,0.13,94788,89322,0.405544478034347,0.535473081623464,0.562430017344721,0.420905877445276,0.027,0.942,0.392,67721,0.058,0.073,2.45,0.506,0.239,420.19,7457,"Platte County",29165,"MO"
0.957,0.01,0.021,23.6,49,0.171,31054,31137,0.191844773506456,0.761178787657743,0.705236679624971,0.272886652946109,0.009,0.837,0.183,39512,0.011,0.044,2.5,0.512,0.236,635.52,2450,"Polk County",29167,"MO"
0.778,0.128,0.107,12.8,95.5,0.076,53436,52274,0.217064643308785,0.734211113590716,0.669957998673642,0.309409770834868,0.03,0.901,0.214,49820,0.053,0.123,2.74,0.432,0.227,547.1,7259,"Pulaski County",29169,"MO"
0.981,0.003,0.014,18.8,9.6,0.236,4829,4979,0.150298889837746,0.8266438941076,0.724556084885232,0.254222607189259,0.005,0.847,0.137,36713,0.011,0.019,2.18,0.491,0.213,517.32,506,"Putnam County",29171,"MO"
0.968,0.012,0.012,9.9,21.6,0.193,10255,10167,0.216103304215724,0.753703000379795,0.641580619539317,0.344718030182685,0.004,0.896,0.133,47969,0.001,0.009,2.5,0.496,0.218,469.78,1042,"Ralls County",29173,"MO"
0.909,0.059,0.019,19.4,52.7,0.154,25072,25414,0.221456979338442,0.730332718983413,0.670454545454545,0.304806918744972,0.006,0.846,0.136,37203,0.004,0.015,2.59,0.475,0.221,482.68,2006,"Randolph County",29175,"MO"
0.959,0.014,0.023,11.6,41.3,0.171,22949,23494,0.285002307337333,0.65556068297185,0.561086410206843,0.412139957471487,0.004,0.883,0.139,52698,0.012,0.019,2.63,0.499,0.234,568.81,1853,"Ray County",29177,"MO"
0.958,0.009,0.015,24.4,8.3,0.227,6565,6694,0.178100263852243,0.79221635883905,0.602941176470588,0.361389236545682,0.002,0.771,0.067,34496,0.003,0.008,2.44,0.488,0.208,808.48,669,"Reynolds County",29179,"MO"
0.964,0.007,0.012,24.6,22.4,0.196,13969,14100,0.150416817687568,0.819137368611816,0.711191335740072,0.265247957438723,0.004,0.752,0.107,32291,0.008,0.014,2.52,0.507,0.227,629.54,1317,"Ripley County",29181,"MO"
0.895,0.052,0.098,18.6,30.9,0.166,23347,23370,0.301460248783126,0.646511627906977,0.560307861462342,0.416162726772952,0.008,0.828,0.172,39519,0.057,0.092,2.48,0.503,0.231,755.5,1839,"Saline County",29195,"MO"
0.985,0.002,0.011,24,14.4,0.197,4370,4431,0.183135023279876,0.778582514226591,0.605466735430634,0.359463641052089,0.002,0.859,0.098,34688,0.018,0.064,2.45,0.509,0.252,307.3,299,"Schuyler County",29197,"MO"
0.985,0.001,0.009,18.2,11.1,0.189,4863,4843,0.185467479674797,0.77489837398374,0.643595041322314,0.332128099173554,0.002,0.787,0.17,39028,0.004,0.099,2.48,0.507,0.283,436.67,306,"Scotland County",29199,"MO"
0.857,0.117,0.022,19.1,93.3,0.165,38903,39187,0.207260496404546,0.76362792855486,0.683746102711924,0.301311841873051,0.005,0.803,0.146,40651,0.008,0.017,2.55,0.514,0.239,419.99,3010,"Scott County",29201,"MO"
